child_id,parent_id,document_type,child_date,parent_date,document_embedding_score,document_embedding_rank,operative_embedding_score,operative_embedding_rank,operative_alignments,same_ordering_phrase,same_ordering_phrase_rank,same_ordering_phrase_alignments,segment_word_trigram_tfidf_score,segment_word_trigram_rank,segment_word_trigram_alignments,segment_text_reuse_words,segment_text_reuse_rank,segment_text_reuse_alignments,rrf_k,rrf_score,rrf_rank,selected_top_10,qwen_full_operative_score,qwen_full_operative_rank,qwen_full_model_calls,qwen_matched_pairs_score,qwen_matched_pairs_rank,qwen_matched_model_calls
1,13,memorandum,"January 21, 2021","June 05, 2008",0.4655061364173889,13,0.49788933992385864,6,"[[0, 3, 0.5331529378890991], [3, 2, 0.518212080001831], [1, 1, 0.5162203907966614], [3, 0, 0.502835214138031], [2, 1, 0.4241403341293335], [1, 4, 0.4188154339790344]]",True,1,"[[3, 4, [""shall provide""]]]",0.05326468491654764,1,"[[0, 3, 0.06005998868298652], [0, 1, 0.050875086052813115], [3, 3, 0.04885898001384329]]",6.666666666666667,2,"[[3, 0, 10.0], [3, 2, 10.0], [3, 3, 0.0]]",20,0.13153513153513152,1,True,7.368592923739925e-05,10,1,7.368592923739925e-05,10,1
1,21,memorandum,"January 21, 2021","December 17, 2003",0.4472230076789856,21,0.5034821629524231,4,"[[0, 8, 0.6348099708557129], [1, 8, 0.5190030336380005], [1, 3, 0.5132923722267151], [3, 6, 0.4856705665588379], [1, 5, 0.48541954159736633], [0, 4, 0.484650582075119], [1, 1, 0.48204827308654785], [0, 7, 0.4594027101993561], [1, 9, 0.4520280063152313], [2, 8, 0.4502902030944824], [1, 2, 0.42740243673324585], [0, 0, 0.42048484086990356]]",True,1,"[[2, 0, [""shall develop""]], [2, 6, [""shall develop""]], [2, 7, [""shall develop""]], [2, 8, [""shall develop""]], [3, 9, [""shall provide""]]]",0.04185165462243732,4,"[[0, 1, 0.04804930329639425], [2, 0, 0.03952640760701895], [2, 1, 0.03797925296389875]]",0.0,4,"[[3, 7, 0.0], [3, 8, 0.0], [3, 9, 0.0]]",20,0.125,2,True,0.00040765260928310454,6,1,0.00040765260928310454,6,1
1,19,memorandum,"January 21, 2021","January 30, 2004",0.45194482803344727,19,0.5078766644001007,3,"[[3, 2, 0.6178429126739502], [3, 3, 0.533004641532898], [3, 5, 0.5312657356262207], [3, 1, 0.5219498872756958], [1, 5, 0.5108484029769897], [3, 0, 0.5080353021621704], [3, 4, 0.49149420857429504], [0, 8, 0.47854185104370117], [3, 6, 0.4497617483139038], [3, 7, 0.4384891390800476], [2, 2, 0.42449769377708435]]",True,1,"[[2, 1, [""shall develop""]], [2, 4, [""shall develop""]], [3, 6, [""develop a plan""]]]",0.03224221558136477,7,"[[0, 4, 0.03303344664539408], [0, 3, 0.031949061646942806], [2, 4, 0.03174413845175743]]",3.3333333333333335,3,"[[3, 5, 10.0], [3, 7, 0.0], [3, 8, 0.0]]",20,0.12399355877616747,3,True,0.0024154833517968655,3,1,0.0024154833517968655,3,1
1,9053,memorandum,"January 21, 2021","September 18, 2018",0.5606457591056824,1,0.4960266649723053,9,"[[3, 0, 0.5551257729530334], [1, 1, 0.5364136099815369], [1, 11, 0.5225982666015625], [1, 19, 0.5133737921714783], [3, 21, 0.505244255065918], [0, 1, 0.5037058591842651], [1, 18, 0.4976322054862976], [1, 7, 0.49727559089660645], [3, 14, 0.4956318438053131], [1, 3, 0.48668166995048523], [1, 13, 0.4845660924911499], [1, 20, 0.48396819829940796], [1, 2, 0.47491949796676636], [1, 8, 0.4747089743614197], [1, 15, 0.473504900932312], [1, 9, 0.4712485074996948], [2, 9, 0.46577584743499756], [1, 4, 0.461040735244751], [1, 12, 0.4489748775959015], [1, 6, 0.43946200609207153], [1, 16, 0.4354006350040436], [1, 5, 0.43376582860946655], [1, 17, 0.431850403547287], [0, 10, 0.36617082357406616]]",True,1,"[[1, 9, [""shall identify""]], [1, 11, [""shall identify""]], [2, 18, [""shall develop""]], [3, 12, [""shall provide""]]]",0.04689284790133109,3,"[[2, 6, 0.048284664138430855], [0, 11, 0.047507357728671616], [0, 6, 0.0448865218368908]]",3.3333333333333335,3,"[[0, 11, 10.0], [3, 19, 0.0], [3, 21, 0.0]]",20,0.12143928035982009,4,True,0.17217186093330383,1,1,0.17217186093330383,1,1
1,16,memorandum,"January 21, 2021","January 31, 2007",0.5359107255935669,2,0.5499264895915985,1,"[[1, 3, 0.6257996559143066], [1, 8, 0.5756522417068481], [0, 1, 0.5756180882453918], [3, 15, 0.5754783153533936], [1, 9, 0.5677568316459656], [3, 12, 0.5390288233757019], [0, 5, 0.5327061414718628], [1, 14, 0.532563328742981], [1, 2, 0.531329870223999], [1, 7, 0.5162766575813293], [2, 1, 0.5104270577430725], [1, 6, 0.5028420686721802], [1, 11, 0.4923052191734314], [1, 4, 0.47984689474105835], [1, 10, 0.4773930609226227], [3, 13, 0.4668164849281311], [3, 0, 0.45694273710250854]]",True,1,"[[2, 6, [""shall develop""]], [2, 12, [""shall develop""]], [2, 15, [""shall develop""]], [3, 7, [""shall provide""]]]",0.018017591671793343,13,"[[3, 13, 0.01969284919575294], [0, 13, 0.019007652546272607], [1, 15, 0.015352273273354481]]",0.0,4,"[[3, 13, 0.0], [3, 14, 0.0], [3, 15, 0.0]]",20,0.11958874458874458,5,True,0.0023413405288010836,4,1,0.0023413405288010836,4,1
1,8901,memorandum,"January 21, 2021","January 14, 2021",0.4660067856311798,12,0.4447435736656189,22,"[[3, 1, 0.5374472141265869], [0, 16, 0.47583383321762085], [1, 1, 0.46987074613571167], [1, 9, 0.4530041813850403], [0, 12, 0.4507206976413727], [1, 13, 0.44840121269226074], [1, 7, 0.44353896379470825], [3, 14, 0.441420316696167], [1, 15, 0.42378687858581543], [2, 1, 0.42021340131759644], [1, 10, 0.41536736488342285], [3, 2, 0.4074944853782654], [1, 11, 0.4067099094390869], [1, 0, 0.36969274282455444], [1, 5, 0.366089791059494], [1, 3, 0.3579508066177368], [1, 8, 0.3573214113712311], [1, 4, 0.35105201601982117], [3, 6, 0.32614725828170776]]",True,1,"[[2, 2, [""shall develop""]], [3, 12, [""shall provide""]]]",0.05181948813448234,2,"[[0, 9, 0.06194878452961664], [3, 15, 0.049217525935419], [2, 15, 0.04429215393841136]]",3.3333333333333335,3,"[[0, 9, 10.0], [3, 14, 0.0], [3, 16, 0.0]]",20,0.11274233013363448,6,True,0.00025662482221378013,8,2,0.00025662482221378013,8,2
1,20,memorandum,"January 21, 2021","December 17, 2003",0.48906075954437256,9,0.48004482686519623,13,"[[3, 10, 0.5613352656364441], [0, 8, 0.5249192118644714], [1, 8, 0.515476644039154], [1, 0, 0.5006077885627747], [0, 6, 0.48698335886001587], [3, 4, 0.48510661721229553], [0, 11, 0.4769999384880066], [3, 12, 0.4612256586551666], [3, 2, 0.45440566539764404], [1, 9, 0.43606650829315186], [3, 13, 0.4322468638420105], [3, 5, 0.4227813482284546], [3, 1, 0.41775357723236084], [1, 3, 0.4159327745437622], [2, 8, 0.40008705854415894], [1, 7, 0.35852760076522827]]",True,1,"[[2, 8, [""shall develop""]], [2, 11, [""shall develop""]], [3, 9, [""shall provide""]]]",0.03471657276980138,6,"[[0, 11, 0.04279957451786713], [0, 8, 0.03651158083662469], [3, 11, 0.024838562954912335]]",3.3333333333333335,3,"[[3, 6, 10.0], [3, 11, 0.0], [3, 13, 0.0]]",20,0.11224282963413398,7,True,0.00034599160426296294,7,1,0.00034599160426296294,7,1
1,8974,memorandum,"January 21, 2021","March 13, 2020",0.4433116912841797,24,0.5165998935699463,2,"[[1, 0, 0.5630866289138794], [0, 0, 0.5537230372428894], [1, 1, 0.4931517243385315], [2, 0, 0.4611264169216156], [3, 0, 0.4423863887786865]]",False,2,[],0.011466080637837642,20,"[[2, 0, 0.0138324307475952], [0, 0, 0.011994774242393251], [3, 0, 0.00857103692352448]]",0.0,4,"[[2, 1, 0.0], [3, 0, 0.0], [3, 1, 0.0]]",20,0.11212121212121212,8,True,0.011072160676121712,2,1,0.011072160676121712,2,1
1,9262,memorandum,"January 21, 2021","February 25, 2015",0.44840550422668457,20,0.4743059128522873,15,"[[3, 1, 0.5882045030593872], [3, 0, 0.5278545618057251], [1, 3, 0.47408348321914673], [3, 2, 0.44783079624176025], [0, 3, 0.4386783838272095], [2, 3, 0.3763907551765442], [1, 4, 0.3583894968032837]]",True,1,"[[3, 2, [""shall provide""]], [3, 3, [""shall provide""]]]",0.038675460272693404,5,"[[2, 3, 0.04424199988266267], [3, 3, 0.04021934268141312], [0, 3, 0.03156503825400443]]",3.3333333333333335,3,"[[3, 3, 10.0], [3, 2, 0.0], [3, 4, 0.0]]",20,0.11204968944099379,9,True,0.00011959858238697052,9,1,0.00011959858238697052,9,1
1,23,memorandum,"January 21, 2021","February 28, 2003",0.45565861463546753,18,0.4688388407230377,17,"[[0, 8, 0.5117653012275696], [1, 3, 0.5036967992782593], [3, 8, 0.499015212059021], [0, 7, 0.49699193239212036], [3, 17, 0.4904221296310425], [0, 10, 0.48950785398483276], [0, 1, 0.48869821429252625], [0, 6, 0.4874199628829956], [0, 0, 0.4647570848464966], [3, 14, 0.45133569836616516], [1, 15, 0.45008236169815063], [1, 5, 0.4495806097984314], [1, 2, 0.44798973202705383], [1, 12, 0.43989962339401245], [0, 9, 0.43336454033851624], [1, 4, 0.4310944974422455], [2, 1, 0.41006290912628174], [3, 13, 0.408624529838562], [3, 16, 0.40177121758461], [0, 11, 0.3707650303840637]]",True,1,"[[2, 6, [""shall develop""]], [2, 7, [""shall develop""]], [2, 12, [""shall develop""]], [3, 5, [""shall provide""]], [3, 9, [""shall provide""]]]",0.027237326117818126,8,"[[3, 3, 0.029255777212855827], [3, 5, 0.02911057369925255], [3, 8, 0.023345627441346013]]",7.0,1,"[[3, 8, 11.0], [2, 13, 10.0], [3, 17, 0.0]]",20,0.11036036036036036,10,True,0.001972335623577237,5,1,0.001972335623577237,5,1
