document_id,document_type,identifier,title,date,url
3511,executive_order,10911,inspection department commerce income tax returns made under the,"January 17, 1961",https://www.presidency.ucsb.edu/documents/executive-order-10911-inspection-department-commerce-income-tax-returns-made-under-the
2823,executive_order,11596,designating the customs cooperation council public international,"June 05, 1971",https://www.presidency.ucsb.edu/documents/executive-order-11596-designating-the-customs-cooperation-council-public-international
3180,executive_order,11240,the board the foreign service and the board examiners for the,"August 04, 1965",https://www.presidency.ucsb.edu/documents/executive-order-11240-the-board-the-foreign-service-and-the-board-examiners-for-the
2965,executive_order,11454,inspection income excess profits estate and gift tax returns the,"February 07, 1969",https://www.presidency.ucsb.edu/documents/executive-order-11454-inspection-income-excess-profits-estate-and-gift-tax-returns-the
3367,executive_order,11053,providing assistance for the removal unlawful obstructions justice,"September 30, 1962",https://www.presidency.ucsb.edu/documents/executive-order-11053-providing-assistance-for-the-removal-unlawful-obstructions-justice
125,executive_order,14294,fighting overcriminalization federal regulations,"May 09, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14294-fighting-overcriminalization-federal-regulations
2831,executive_order,11588,providing for the stabilization wages and prices the construction,"March 29, 1971",https://www.presidency.ucsb.edu/documents/executive-order-11588-providing-for-the-stabilization-wages-and-prices-the-construction
1273,executive_order,13146,presidents council the future princeville north carolina,"February 29, 2000",https://www.presidency.ucsb.edu/documents/executive-order-13146-presidents-council-the-future-princeville-north-carolina
4464,executive_order,9961,directing the civil service commission make determinations with,"May 19, 1948",https://www.presidency.ucsb.edu/documents/executive-order-9961-directing-the-civil-service-commission-make-determinations-with
3007,executive_order,11412,establishing national commission the causes and prevention violence,"June 10, 1968",https://www.presidency.ucsb.edu/documents/executive-order-11412-establishing-national-commission-the-causes-and-prevention-violence
3063,executive_order,11357,administration the national traffic and motor vehicle safety act,"June 06, 1967",https://www.presidency.ucsb.edu/documents/executive-order-11357-administration-the-national-traffic-and-motor-vehicle-safety-act
1339,executive_order,13079,waiver under the trade act 1974 with respect vietnam,"April 07, 1998",https://www.presidency.ucsb.edu/documents/executive-order-13079-waiver-under-the-trade-act-1974-with-respect-vietnam
2447,executive_order,11972,united states circuit judge nominating commission,"February 14, 1977",https://www.presidency.ucsb.edu/documents/executive-order-11972-united-states-circuit-judge-nominating-commission
11474,memorandum,,for the heads executive departments and agencies presidential domestic policy,"September 14, 1977",https://www.presidency.ucsb.edu/documents/memorandum-for-the-heads-executive-departments-and-agencies-presidential-domestic-policy
9808,memorandum,,assistance federal employees affected hurricane katrina,"September 01, 2005",https://www.presidency.ucsb.edu/documents/memorandum-assistance-federal-employees-affected-hurricane-katrina
9086,memorandum,2018-04,presidential determination pursuant section 4533a5 the defense production act 1950 2,"January 23, 2018",https://www.presidency.ucsb.edu/documents/presidential-determination-pursuant-section-4533a5-the-defense-production-act-1950-2
10774,memorandum,,establishing the presidents community enterprise board,"September 09, 1993",https://www.presidency.ucsb.edu/documents/memorandum-establishing-the-presidents-community-enterprise-board
9482,memorandum,2011-4,presidential determination with respect section 404c the child soldiers prevention act,"October 25, 2010",https://www.presidency.ucsb.edu/documents/presidential-determination-with-respect-section-404c-the-child-soldiers-prevention-act
9721,memorandum,,designation officers the federal bureau investigation,"February 09, 2007",https://www.presidency.ucsb.edu/documents/memorandum-designation-officers-the-federal-bureau-investigation
9798,memorandum,2005-40,transfers defense articles or services and brokering activities for libya,"September 28, 2005",https://www.presidency.ucsb.edu/documents/memorandum-transfers-defense-articles-or-services-and-brokering-activities-for-libya
11892,memorandum,,federal agencies directing participation national civil defense exercise,"May 18, 1955",https://www.presidency.ucsb.edu/documents/memorandum-federal-agencies-directing-participation-national-civil-defense-exercise
8992,memorandum,,providing order succession within the council environmental quality 1,"September 06, 2019",https://www.presidency.ucsb.edu/documents/memorandum-providing-order-succession-within-the-council-environmental-quality-1
11137,memorandum,,new foreign policy export controls iran,"September 23, 1987",https://www.presidency.ucsb.edu/documents/memorandum-new-foreign-policy-export-controls-iran
10391,memorandum,,the palestine liberation organization 1,"December 05, 1997",https://www.presidency.ucsb.edu/documents/memorandum-the-palestine-liberation-organization-1
10456,memorandum,,improving the safety the nations food supply,"January 25, 1997",https://www.presidency.ucsb.edu/documents/memorandum-improving-the-safety-the-nations-food-supply
10963,memorandum,,presidential determination no 91 22 memorandum narcotics control certification,"March 01, 1991",https://www.presidency.ucsb.edu/documents/presidential-determination-no-91-22-memorandum-narcotics-control-certification
10282,memorandum,,assistance refugees fleeing kosovo,"April 29, 1999",https://www.presidency.ucsb.edu/documents/memorandum-assistance-refugees-fleeing-kosovo
10821,memorandum,,determination the eligibility vanuatu be furnished defense articles and,"January 06, 1993",https://www.presidency.ucsb.edu/documents/memorandum-determination-the-eligibility-vanuatu-be-furnished-defense-articles-and
9830,memorandum,,assignment function submit report the congress,"May 13, 2005",https://www.presidency.ucsb.edu/documents/memorandum-assignment-function-submit-report-the-congress
9115,memorandum,,delegation authority under the national defense authorization act for fiscal 5,"June 29, 2017",https://www.presidency.ucsb.edu/documents/memorandum-delegation-authority-under-the-national-defense-authorization-act-for-fiscal-5
11187,memorandum,,urging support federal initiatives for drug free america,"October 04, 1986",https://www.presidency.ucsb.edu/documents/memorandum-urging-support-federal-initiatives-for-drug-free-america
8998,memorandum,2019-17,presidential determination pursuant section 303 the defense production act 1950 amended 9,"July 22, 2019",https://www.presidency.ucsb.edu/documents/presidential-determination-pursuant-section-303-the-defense-production-act-1950-amended-9
11173,memorandum,,disapproval the national aeronautics and space administration funding bill,"November 14, 1986",https://www.presidency.ucsb.edu/documents/memorandum-disapproval-the-national-aeronautics-and-space-administration-funding-bill
11151,memorandum,,presidential determination no 87 14 trade with romania hungary and china,"June 02, 1987",https://www.presidency.ucsb.edu/documents/presidential-determination-no-87-14-trade-with-romania-hungary-and-china
11568,memorandum,,equal opportunity federal employment,"March 06, 1975",https://www.presidency.ucsb.edu/documents/memorandum-equal-opportunity-federal-employment
11572,memorandum,,disapproval bill increase federal civilian travel expense allowances,"January 06, 1975",https://www.presidency.ucsb.edu/documents/memorandum-disapproval-bill-increase-federal-civilian-travel-expense-allowances
11390,memorandum,,from the president the united states savings bonds program 1,"February 22, 1979",https://www.presidency.ucsb.edu/documents/memorandum-from-the-president-the-united-states-savings-bonds-program-1
9176,memorandum,2016-10,presidential determination major drug transit or major illicit drug producing countries 4,"September 12, 2016",https://www.presidency.ucsb.edu/documents/presidential-determination-major-drug-transit-or-major-illicit-drug-producing-countries-4
11043,memorandum,,presidential determination no 90 9 memorandum narcotics control certification for panama,"January 26, 1990",https://www.presidency.ucsb.edu/documents/presidential-determination-no-90-9-memorandum-narcotics-control-certification-for-panama
11231,memorandum,,international communications satellite systems,"November 28, 1984",https://www.presidency.ucsb.edu/documents/memorandum-international-communications-satellite-systems
11914,memorandum,,disapproval gill for the relief graphic arts corporation,"August 31, 1954",https://www.presidency.ucsb.edu/documents/memorandum-disapproval-gill-for-the-relief-graphic-arts-corporation
8709,memorandum,2024-04,presidential determination pursuant section 1245d4b and c the national defense 22,"May 08, 2024",https://www.presidency.ucsb.edu/documents/presidential-determination-pursuant-section-1245d4b-and-c-the-national-defense-22
10859,memorandum,,presidential determination no 92 34 memorandum trade with romania,"June 22, 1992",https://www.presidency.ucsb.edu/documents/presidential-determination-no-92-34-memorandum-trade-with-romania
9864,memorandum,,strengthening central intelligence agency capabilities,"November 18, 2004",https://www.presidency.ucsb.edu/documents/memorandum-strengthening-central-intelligence-agency-capabilities
11859,memorandum,,regarding the 1957 federal service campaign for national health agencies,"January 24, 1957",https://www.presidency.ucsb.edu/documents/memorandum-regarding-the-1957-federal-service-campaign-for-national-health-agencies
11291,memorandum,,federal budget review procedures,"July 13, 1981",https://www.presidency.ucsb.edu/documents/memorandum-federal-budget-review-procedures
10235,memorandum,,funding for the korean peninsula energy development organization,"September 29, 1999",https://www.presidency.ucsb.edu/documents/memorandum-funding-for-the-korean-peninsula-energy-development-organization
9588,memorandum,,deferred enforced departure for liberians 1,"March 20, 2009",https://www.presidency.ucsb.edu/documents/memorandum-deferred-enforced-departure-for-liberians-1
9327,memorandum,2014-02,provision us drug interdiction assistance the government brazil 1,"October 10, 2013",https://www.presidency.ucsb.edu/documents/memorandum-provision-us-drug-interdiction-assistance-the-government-brazil-1
11842,memorandum,,federal agencies the united fund and community chest campaigns 1,"July 29, 1958",https://www.presidency.ucsb.edu/documents/memorandum-federal-agencies-the-united-fund-and-community-chest-campaigns-1
8555,memorandum,2026-04,presidential determination designation the republic peru major non nato ally,"January 14, 2026",https://www.presidency.ucsb.edu/documents/presidential-determination-designation-the-republic-peru-major-non-nato-ally
11344,memorandum,,from the president aid for kampucheans,"November 13, 1979",https://www.presidency.ucsb.edu/documents/memorandum-from-the-president-aid-for-kampucheans
11357,memorandum,,memorandums from the president public land resources,"August 02, 1979",https://www.presidency.ucsb.edu/documents/memorandums-from-the-president-public-land-resources
8912,memorandum,,protecting jobs economic opportunities and national security for all americans,"October 31, 2020",https://www.presidency.ucsb.edu/documents/memorandum-protecting-jobs-economic-opportunities-and-national-security-for-all-americans
11881,memorandum,,disapproval bill extending the domestic minerals purchase programs,"August 14, 1955",https://www.presidency.ucsb.edu/documents/memorandum-disapproval-bill-extending-the-domestic-minerals-purchase-programs
10389,memorandum,,delegation authority under section 1212 the national defense authorization act,"December 19, 1997",https://www.presidency.ucsb.edu/documents/memorandum-delegation-authority-under-section-1212-the-national-defense-authorization-act
8751,memorandum,,delegation authority under section 5948d the james m inhofe national defense,"April 25, 2023",https://www.presidency.ucsb.edu/documents/memorandum-delegation-authority-under-section-5948d-the-james-m-inhofe-national-defense
10916,memorandum,,determination fy 1992 refugee admissions numbers and authorizations country,"October 09, 1991",https://www.presidency.ucsb.edu/documents/memorandum-determination-fy-1992-refugee-admissions-numbers-and-authorizations-country
10976,memorandum,,assistance for the economic community west africa states ecowas support the,"January 07, 1991",https://www.presidency.ucsb.edu/documents/memorandum-assistance-for-the-economic-community-west-africa-states-ecowas-support-the
9788,memorandum,2006-05,suspension limitations under the jerusalem embassy act 5,"December 14, 2005",https://www.presidency.ucsb.edu/documents/memorandum-suspension-limitations-under-the-jerusalem-embassy-act-5
9366,memorandum,,delegation authority suspend the provisions title iii the cuban liberty and,"January 31, 2013",https://www.presidency.ucsb.edu/documents/memorandum-delegation-authority-suspend-the-provisions-title-iii-the-cuban-liberty-and
9865,memorandum,,further strengthening federal bureau investigation capabilities,"November 18, 2004",https://www.presidency.ucsb.edu/documents/memorandum-further-strengthening-federal-bureau-investigation-capabilities
9562,memorandum,,designation officers the united states section international boundary and water,"August 31, 2009",https://www.presidency.ucsb.edu/documents/memorandum-designation-officers-the-united-states-section-international-boundary-and-water
18423,proclamation,5807,asianpacific american heritage week 1988,"May 03, 1988",https://www.presidency.ucsb.edu/documents/proclamation-5807-asianpacific-american-heritage-week-1988
18354,proclamation,5879,national paralysis awareness week 1988,"October 07, 1988",https://www.presidency.ucsb.edu/documents/proclamation-5879-national-paralysis-awareness-week-1988
14957,proclamation,3021,theodore roosevelt week,"June 14, 1953",https://www.presidency.ucsb.edu/documents/proclamation-3021-theodore-roosevelt-week
16389,proclamation,6826,gold star mothers day 1995,"September 21, 1995",https://www.presidency.ucsb.edu/documents/proclamation-6826-gold-star-mothers-day-1995
16870,proclamation,6345,veterans day 1991,"October 03, 1991",https://www.presidency.ucsb.edu/documents/proclamation-6345-veterans-day-1991
13124,proclamation,8855,national prostate cancer awareness month 2012,"August 31, 2012",https://www.presidency.ucsb.edu/documents/proclamation-8855-national-prostate-cancer-awareness-month-2012
12785,proclamation,9193,columbus day 2014,"October 10, 2014",https://www.presidency.ucsb.edu/documents/proclamation-9193-columbus-day-2014
16483,proclamation,6732,general pulaski memorial day 1994,"October 05, 1994",https://www.presidency.ucsb.edu/documents/proclamation-6732-general-pulaski-memorial-day-1994
12575,proclamation,9399,american red cross month 2016,"February 29, 2016",https://www.presidency.ucsb.edu/documents/proclamation-9399-american-red-cross-month-2016
19860,proclamation,4373,eligibility period for wartime veterans benefits,"May 07, 1975",https://www.presidency.ucsb.edu/documents/proclamation-4373-eligibility-period-for-wartime-veterans-benefits
19227,proclamation,5006,world communications year 1983 development communications,"December 16, 1982",https://www.presidency.ucsb.edu/documents/proclamation-5006-world-communications-year-1983-development-communications
12110,proclamation,9871,older americans month 2019,"April 30, 2019",https://www.presidency.ucsb.edu/documents/proclamation-9871-older-americans-month-2019
15209,proclamation,2770,red cross month 1948,"February 18, 1948",https://www.presidency.ucsb.edu/documents/proclamation-2770-red-cross-month-1948
13225,proclamation,8752,world freedom day 2011,"November 08, 2011",https://www.presidency.ucsb.edu/documents/proclamation-8752-world-freedom-day-2011
14561,proclamation,3416,flag day 1961,"May 30, 1961",https://www.presidency.ucsb.edu/documents/proclamation-3416-flag-day-1961
14335,proclamation,3642,cancer control month 1965,"March 04, 1965",https://www.presidency.ucsb.edu/documents/proclamation-3642-cancer-control-month-1965
12001,proclamation,9977,martin luther king jr federal holiday 2020,"January 17, 2020",https://www.presidency.ucsb.edu/documents/proclamation-9977-martin-luther-king-jr-federal-holiday-2020
14316,proclamation,3661,captive nations week 1965,"July 02, 1965",https://www.presidency.ucsb.edu/documents/proclamation-3661-captive-nations-week-1965
12224,proclamation,9750,national safe boating week 2018,"May 18, 2018",https://www.presidency.ucsb.edu/documents/proclamation-9750-national-safe-boating-week-2018
19967,proclamation,4266,national inventors day 1974,"February 07, 1974",https://www.presidency.ucsb.edu/documents/proclamation-4266-national-inventors-day-1974
18723,proclamation,5509,let freedom ring day 1986,"July 02, 1986",https://www.presidency.ucsb.edu/documents/proclamation-5509-let-freedom-ring-day-1986
16446,proclamation,6770,national poison prevention week 1995,"February 15, 1995",https://www.presidency.ucsb.edu/documents/proclamation-6770-national-poison-prevention-week-1995
14309,proclamation,3668,national highway week 1965,"August 17, 1965",https://www.presidency.ucsb.edu/documents/proclamation-3668-national-highway-week-1965
12641,proclamation,9336,national disability employment awareness month 2015,"September 30, 2015",https://www.presidency.ucsb.edu/documents/proclamation-9336-national-disability-employment-awareness-month-2015
19195,proclamation,5041,prayer for peace memorial day 1983,"April 04, 1983",https://www.presidency.ucsb.edu/documents/proclamation-5041-prayer-for-peace-memorial-day-1983
14414,proclamation,3563,bill rights day human rights day,"December 02, 1963",https://www.presidency.ucsb.edu/documents/proclamation-3563-bill-rights-day-human-rights-day
15952,proclamation,7264,establishment the california coastal national monument,"January 11, 2000",https://www.presidency.ucsb.edu/documents/proclamation-7264-establishment-the-california-coastal-national-monument
17769,proclamation,10464,national community policing week 2022,"September 30, 2022",https://www.presidency.ucsb.edu/documents/proclamation-10464-national-community-policing-week-2022
19550,proclamation,4682,national hunting and fishing day 1979,"September 11, 1979",https://www.presidency.ucsb.edu/documents/proclamation-4682-national-hunting-and-fishing-day-1979
17451,proclamation,10781,60th anniversary the civil rights act,"July 01, 2024",https://www.presidency.ucsb.edu/documents/proclamation-10781-60th-anniversary-the-civil-rights-act
19380,proclamation,4853,commodore john barry day,"August 20, 1981",https://www.presidency.ucsb.edu/documents/proclamation-4853-commodore-john-barry-day
19980,proclamation,4253,proclamation amending part 3 the appendix the tariff schedules the,"October 31, 1973",https://www.presidency.ucsb.edu/documents/proclamation-4253-proclamation-amending-part-3-the-appendix-the-tariff-schedules-the
12973,proclamation,9003,womens equality day 2013,"August 23, 2013",https://www.presidency.ucsb.edu/documents/proclamation-9003-womens-equality-day-2013
15354,proclamation,7864,religious freedom day 2005,"January 14, 2005",https://www.presidency.ucsb.edu/documents/proclamation-7864-religious-freedom-day-2005
12931,proclamation,9046,death thomas s foley former speaker the house representatives,"October 28, 2013",https://www.presidency.ucsb.edu/documents/proclamation-9046-death-thomas-s-foley-former-speaker-the-house-representatives
18884,proclamation,5349,youth suicide prevention month 1985,"June 04, 1985",https://www.presidency.ucsb.edu/documents/proclamation-5349-youth-suicide-prevention-month-1985
17965,proclamation,10274,national manufacturing day 2021,"September 30, 2021",https://www.presidency.ucsb.edu/documents/proclamation-10274-national-manufacturing-day-2021
18389,proclamation,5844,thanksgiving day 1988,"August 04, 1988",https://www.presidency.ucsb.edu/documents/proclamation-5844-thanksgiving-day-1988
12325,proclamation,9653,fire prevention week 2017,"October 06, 2017",https://www.presidency.ucsb.edu/documents/proclamation-9653-fire-prevention-week-2017
13033,proclamation,8944,establishment the first state national monument,"March 25, 2013",https://www.presidency.ucsb.edu/documents/proclamation-8944-establishment-the-first-state-national-monument
16321,proclamation,6894,older americans month 1996,"May 13, 1996",https://www.presidency.ucsb.edu/documents/proclamation-6894-older-americans-month-1996
12751,proclamation,9225,national slavery and human trafficking prevention month 2015,"December 31, 2014",https://www.presidency.ucsb.edu/documents/proclamation-9225-national-slavery-and-human-trafficking-prevention-month-2015
18196,proclamation,10035,national safe boating week 2020,"May 15, 2020",https://www.presidency.ucsb.edu/documents/proclamation-10035-national-safe-boating-week-2020
13062,proclamation,8915,human rights day and human rights week 2012,"December 10, 2012",https://www.presidency.ucsb.edu/documents/proclamation-8915-human-rights-day-and-human-rights-week-2012
16346,proclamation,6870,national park week 1996,"March 08, 1996",https://www.presidency.ucsb.edu/documents/proclamation-6870-national-park-week-1996
19460,proclamation,4772,national porcelain art month,"July 02, 1980",https://www.presidency.ucsb.edu/documents/proclamation-4772-national-porcelain-art-month
16471,proclamation,6741,white cane safety day 1994,"October 14, 1994",https://www.presidency.ucsb.edu/documents/proclamation-6741-white-cane-safety-day-1994
17539,proclamation,10693,national human trafficking prevention month 2024,"December 29, 2023",https://www.presidency.ucsb.edu/documents/proclamation-10693-national-human-trafficking-prevention-month-2024
17148,proclamation,6071,national philanthropy day 1989,"November 15, 1989",https://www.presidency.ucsb.edu/documents/proclamation-6071-national-philanthropy-day-1989
13330,proclamation,8647,world autism awareness day 2011,"April 01, 2011",https://www.presidency.ucsb.edu/documents/proclamation-8647-world-autism-awareness-day-2011
7626,letter,,the president the senate and the speaker the house transmitting the bill for the,"April 28, 1964",https://www.presidency.ucsb.edu/documents/letter-the-president-the-senate-and-the-speaker-the-house-transmitting-the-bill-for-the
7839,letter,,president frondizi argentina concerning the alliance for progress,"April 27, 1961",https://www.presidency.ucsb.edu/documents/letter-president-frondizi-argentina-concerning-the-alliance-for-progress
6229,letter,,withdrawal the nomination admiral bobby r inman be secretary defense,"January 18, 1994",https://www.presidency.ucsb.edu/documents/letter-withdrawal-the-nomination-admiral-bobby-r-inman-be-secretary-defense
5109,letter,,congressional leaders the war powers resolution report for libya and yemen,"September 14, 2012",https://www.presidency.ucsb.edu/documents/letter-congressional-leaders-the-war-powers-resolution-report-for-libya-and-yemen
7135,letter,,heads departments and agencies data collection the federal government,"March 03, 1976",https://www.presidency.ucsb.edu/documents/letter-heads-departments-and-agencies-data-collection-the-federal-government
5514,letter,,congressional leaders transmitting report the national emergency with respect 20,"November 26, 2002",https://www.presidency.ucsb.edu/documents/letter-congressional-leaders-transmitting-report-the-national-emergency-with-respect-20
6333,letter,,congressional leaders transmitting report withdrawal russian and commonwealth,"November 19, 1992",https://www.presidency.ucsb.edu/documents/letter-congressional-leaders-transmitting-report-withdrawal-russian-and-commonwealth
6971,letter,,embargo regulations under the trading with the enemy act letter the speaker the house 0,"September 12, 1979",https://www.presidency.ucsb.edu/documents/embargo-regulations-under-the-trading-with-the-enemy-act-letter-the-speaker-the-house-0
7307,letter,,the senate minority leader about the proposed constitutional amendment equal rights,"March 18, 1972",https://www.presidency.ucsb.edu/documents/letter-the-senate-minority-leader-about-the-proposed-constitutional-amendment-equal-rights
8414,letter,,the chairman science advisory committee,"April 20, 1951",https://www.presidency.ucsb.edu/documents/letter-the-chairman-science-advisory-committee
6928,letter,,the chairman the us international trade commission the domestic automobile industry,"July 09, 1980",https://www.presidency.ucsb.edu/documents/letter-the-chairman-the-us-international-trade-commission-the-domestic-automobile-industry
8159,letter,,accompanying medallion for presentation sir winston churchill his 81st birthday,"November 30, 1955",https://www.presidency.ucsb.edu/documents/letter-accompanying-medallion-for-presentation-sir-winston-churchill-his-81st-birthday
8509,letter,,accepting resignation james forrestal secretary defense,"March 03, 1949",https://www.presidency.ucsb.edu/documents/letter-accepting-resignation-james-forrestal-secretary-defense
4744,letter,,congressional leaders continuation the national emergency with respect the 25,"June 24, 2020",https://www.presidency.ucsb.edu/documents/letter-congressional-leaders-continuation-the-national-emergency-with-respect-the-25
5938,letter,,congressional leaders transmitting the annual certification the nuclear weapons,"February 11, 1998",https://www.presidency.ucsb.edu/documents/letter-congressional-leaders-transmitting-the-annual-certification-the-nuclear-weapons
4833,letter,,congressional leaders transmitting security and stability strategy for somalia,"December 14, 2018",https://www.presidency.ucsb.edu/documents/letter-congressional-leaders-transmitting-security-and-stability-strategy-for-somalia
5820,letter,,congressional leaders transmitting report normal trade relations status for vietnam,"June 03, 1999",https://www.presidency.ucsb.edu/documents/letter-congressional-leaders-transmitting-report-normal-trade-relations-status-for-vietnam
6982,letter,,the cyprus conflict letter the speaker the house and the chairman the senate foreign 2,"July 25, 1979",https://www.presidency.ucsb.edu/documents/the-cyprus-conflict-letter-the-speaker-the-house-and-the-chairman-the-senate-foreign-2
6478,letter,,congressional leaders additional economic measures taken with respect iraq and,"August 09, 1990",https://www.presidency.ucsb.edu/documents/letter-congressional-leaders-additional-economic-measures-taken-with-respect-iraq-and
8399,letter,,the president the senate recommending legislation terminate the state war with,"July 09, 1951",https://www.presidency.ucsb.edu/documents/letter-the-president-the-senate-recommending-legislation-terminate-the-state-war-with
